;rating;comment
9024;7;Technical misalignment between RTV BASF and the Cooperative's Technical Coordination.
9025;7;BASF has a great product portfolio and we are very interested in increasing our partnership with you, but we have not been able to do business directly with you in some segments due to your policy of selling through distributors. We have also noticed that the prices currently offered to GRUPO LIMPPANO do not take into account our potential and growth.
9026;5;If you are a consumer friend, I would give 10, if you are a friend interested in becoming a storekeeper, I would give 2. I am select, I have pending orders with basf for 8 months, products of the curve A type acrylic matte, light touch, nail polish for more than 60 days , for those who only work with one brand, this is terrible. Our bongo van always circulated around the city with the Suvinil brand, this time the adhesive was denied.
9027;7;"Greater clarity in the discount policy.
 Too much breakage of curve A products.
 SERIOUS problem of commercial policy of Distribuidora Progresso, practicing prices of final consumer for tenants."
9028;7;It wasn't bigger because the points program is very complicated and bad
9029;6;PRICES ABOVE THE COMPETITION
9030;7;"The quality of the products is indisputable; however, availability and costs are very high and the time taken to obtain samples or fulfill orders in recent months has imposed a series of difficulties on the business."
9031;6;Logistics structure leaves something to be desired
9032;5;many plant problems, delay in delivery ....
9033;7;Exclusive supplier, has served us well, but there is always room for improvement.
9034;7;The problem is that as Basf works with a wide range of products, it is often difficult to find out who are the people responsible for certain products. So my grade is 6 because it would be restricted to the two products I've already imported, and I wouldn't know who to recommend.
9035;5;Good Morning . I know we are going through difficult times , and the market is increasingly competitive , but forgetting about small and old customers is a kind of weird policy ........ So ..... this is my grade .
9036;6;"As an end customer, yes, as it has a consistent portfolio for our target cultures.
 As a reseller, it needs to improve, as we have several problems of consistency in pricing and sometimes there is a feeling of distance from our company.
 Good job of generating demand in the field."
9037;6;Distancing
9038;7;Today, with Basf present in a very strong way in the cooperatives, they have been causing a reflection in the distributor, about their future with it
9039;7;Harvest Price Policy 21-22 have not arrived until and would have needed to arrive weeks ago. This type of situation is very detrimental to the planning of our company. The market demands us more and more in advance and not the other way around ...
9040;5;If this question had been asked me a year ago my grade would be a 10, today we are abandoned, little concern for our area
9041;6;I recommend
9042;6;It remains to define a better commercial strategy and link the technical and local team with the market and its realities for more concrete and practical support actions
9043;7;They are getting very complicated to negotiate
9044;5;good products ........ but product information is little available
9045;6;Deliveries are a bit
9046;6;The quality is indisputable, maybe that's why I could recommend it with a 10, but there are very few business opportunities. Maybe that's why I put a 7
9047;7;From the place of the Basf distributor or dealer. We would like to have more support in actions related to how to grow within the area. More accompaniment in POG. Access to targeted / specific training.
9048;6;LACK OF SUPPORT TO THE DISTRIBUTOR IN DEMAND GENERATION, PRODUCT WITH NEXT EXPIRATION DATES, DELAY IN LEGALIZATION OF PROMOTIONAL PROGRAMS (INCONFORM CUSTOMERS).
9049;5;I think it is an acceptable average, since they have good proven products, the only thing that is competing with other companies that give them away, that goes to the detriment of being recommended over other chemicals, in order to compete on price and not quality
9050;6;Considering that BASF has an excellent palette of products, the prices that come out to the market do not favor the generation of demand. Being the distributors who burst the prices who close the deals.
9051;7;More presence of BASF is needed to monitor its products in the field.
9052;6;I am a distributor and sometimes the areas and prices are not entirely clear
9053;7;Good morning, for years our Company has faithfully adopted you as exclusive Suppliers of Styrofan RX411 latex and in a matter of days they communicated to us the decision of BASF to drastically reduce the amount of material to be produced and to deliver us monthly, even by changing the item in question despite having them asked for a reasonable period of time to have the chance to reorganize and not nearly as happens today, having us paralyze the production of our Industrial Plant. Yes, I highlight the professionalism and goodwill of the Czarnitzki Technical Salesperson who, within his possibilities, has tried to comply with us.
9054;7;The recommendation would be for the palette of products, mainly herbicides. in the case of insecticides, having a limited palette, I would not recommend it
9055;6;In the last time they have delayed deliveries and have delivered products out of specification.
9056;5;"First of all, I want to clarify that I am aware of the context that we are experiencing at the country and global level, I am patient in terms of claims and in solidarity to seek joint solutions. That said, I want to let you know my disagreement with situations that have occurred in the last time:
 - Delays, in excessive cases, in the delivery of the merchandise.
 - Rustic and tedious processes for the times we live in (orders, payments, investments).
 - Missing merchandise.
 - After-sales, I think we have to find a new approach to assist the workshop, the shirt became obsolete, another type of collaboration is required in my opinion.

 Despite my age, I have known the business for more than 20 years and Glasurit for almost the same time, I feel completely identified with the brand, however, today I believe that we do not follow the speed of change typical of modernity. If I can be useful in something I am at your disposal to collaborate.

 Say hello atte.

 Nicolás Amezcua."
9057;7;"Company with high quality standards, sustainable business relationship in the long term,
 wide, innovative and growing product palette."
9058;5;"In general, they have a good service, however, situations have happened to us that hinder the commercial relationship. For example...
 Once I contacted the customer service whatsapp and they asked me to only speak to the mail.
 On the other hand, although we have an agreed purchase condition, they always issue us debit notes for exchange differences.
 Another aspect is that it is very bureaucratic to get information from BASF. For example, on one occasion they issued a wrong debit note and we had to contact several people to get answers.
 Lastly, there was a period of time in which the person in charge of attending us was on vacation and during that time they misplaced 2 of our orders, which led to a very important lack of raw material."
9059;5;Good service and response to technical inquiries.
9060;5;They are excellent suppliers, but it is very cumbersome to find the exact person for the required product and many times I resort to another option because I do not have an answer.
9061;6;delivery instability
9062;7;Due to the extremely long deliveries and the great lack of product.
9063;6;The issue of Agross greatly hinders any claim to growth and reliability at Basf on the part of any distributor.
9064;6;For the quality of the material, I would certainly recommend it. By not meeting the agreed deadlines in orders scheduled too far in advance, BASF loses credibility.
9065;7;We are satisfied with Basf products. The Brand is strong in our region, having great credibility in the market and a high perceived quality, however in the last year we had many problems related to the company's logistics. Basf had many difficulties in delivering the products. We suffer from constant shortages, consequently with lost sales. These losses are aggravated precisely because we have an exclusivity contract with BASF. If BASF doesn't deliver, we don't have a choice for the customer, so we lose out to the competition.
9066;5;BASF is an excellent company, with excellent products and reliability. However, the finish areas being passed on to distributors lose quality in service and logistics, in addition to having the highest product values in relation to the competition.
9067;5;Stable product, but BASF is difficult in terms of logistics and risk mitigation in the production chain
9068;6;Company with a good portfolio of pesticides, but with accentuated price dispersion.
9069;7;"BASF has good technological solutions, but its pricing policy is predatory. The way it treats prices makes the ""price war"" to lower prices and not to keep and raise them."
9070;5;Great portfolio but commercial difficulties and product delivery delays
9071;6;IN THIS NEW STAGE OF NEGOTIATIONS, THE DISTRIBUTORS ARE LEFT OUT OF BUSINESS, SINCE IT IS NO LONGER ATTRACTIVE FOR MY COMPANY TO MARKET BASF PRODUCTS, UNTIL THE PREVIOUS CYCLE, EVERYTHING WAS GOOD BUT THIS YEAR I DON'T THINK I WILL BE ABLE TO REACH THE GOALS AND MEET THE GOALS THAT THERE ARE OTHER COMPANIES THAT TAKE US MORE SERIOUSLY AS BUSINESS PARTNERS, WHERE WE CAN COME TO AGREEMENTS, AND HERE IT IS DOING THE OPPOSITE ONLY IMPOSITIONS BY BASF WITHOUT TAKING INTO ACCOUNT OUR WORK OR COMMENTS.
9072;6;I think that Basf at certain times has prices far above the market, compared to its main competitors
9073;5;"great product, great market acceptance, great cost benefit, price practiced by the market and manufacture does nothing zero.

 there are shopkeepers selling for years without paying operating costs and there is nothing to stop the factory."
9074;7;Good quality product and good technical assistance
9075;6;Just one of the brands we work on...
9076;6;Several
9077;5;UNFAIR COMPETITION IN THE MARKET, BASF HAS NO CONTROL OF GENERIC DYES USED IN THE MARKET WHICH CAUSES A VERY BIG PRICE DIFFERENCE FOR THOSE WORKING WITH ORIGINAL.
9078;7;Although they are good products, they do not generate profitability for the business.
9079;7;Basf's incentive program for sales and rebiting for cooperatives is not very aggressive. Good products and good access policies.
9080;5;Good company, portfolio leaves something to be desired
9081;7;Good service, however the company is very plastered in relation to requests (payment term for example).
9082;5;"Exclusive delivery policy.
 Despite repeated requests, we are not met.
 We have already passed and we are going through difficult times as an exclusivity not to be supplied."
9083;6;"Strengths
 * Products with good performance;
 * Portfolio that meets the needs of the resale and producers;
 * Sales team with good knowledge about the products.

 Negative points
 * They would need to be more effective in solving problems that occur with products in their portfolio at the producer."
9084;7;As an agro-inputs marketer, the profitability of this line has been reduced by the price war caused by such open distribution and very low suggested minimum prices.
9085;7;Excellent quality products, however, little flexibility to meet the needs of small customers.
9086;5;Committed and ethical company
9087;7;Different conditions are being applied in channels here in Rio Grande do Sul-in this specific case the conditions are totally different which caused big problems in the market- in our specific case in Tupanciretã we lost 50% of customers and automatically of billings- this channel is the 3 goals that he now runs within Basf and buys the market at prices below the cost of other distributors
9088;6;"I only miss ten because I lack agility.
 and I do not agree with commercial policy to be very similar to BAYER.
 With good products what should be done and simplify policies and be collective
 ."
9089;6;Very good commercial team and gives me all the necessary support, but we have already faced difficulties with the technical team in the past.
9090;6;"BASF's Commercial Imposition at the end of 2019 was a true CHAOS, significantly impacting the relationship we had between customer x supplier.

 Today I look at this relationship more clearly, but we still have a ""foot"" behind BASF"
9091;7;SOME INSTABILITIES IN RECOMMENDING THE PRODUCTS.
9092;6;Commercial stance resulted in the breaking of a relationship of more than 30 years.
9093;7;There is currently a shortage of material on the market, affecting our operation
9094;6;A supplier that demonstrates credibility.
9095;5;"Product quality is not the same. Lack of merchandise, expensive price. Unfair competition in the same Suvinil shopkeeper. Change of Management almost every year, this greatly affects the development of the region with the brand.
 But the main problem is the unfair competition with the same brand, this is forcing me to place other brands within our group of stores."
9096;7;I would recommend it with reservations as I am dissatisfied with a recurring undue commercial posture of the company.
9097;5;I have a close relationship with Basf that has now exceeded 48 years. Last year, at the beginning of the pandemic, we at Palmeira Tintas made many commitments to Basf and with the intention of maintaining our numbers with the company. Unfortunately, we were unable to honor all commitments within the agreed deadline. Aid was offered and the outstanding balance was financed, with financial cost, until June this year. We had the promise that they would gradually restore our credit according to the payments. However, since last year we were only allowed to buy in cash (with 5 days and a credit limit of R $ 10,000 per store), causing us difficulty in working with the brand, causing the stores to run out of Suvinil. We find this attitude inelegant because we have always been recognized in the market as examples of a Basf customer and the lack of credit has caused us great embarrassment. We were forced to appeal to other suppliers to ensure the stores' survival. Even though we are a customer with a potential of one million liters, we believe that we have not been treated correctly by the company's financial sector. I am hurt and so are my employees because we are passionate about Suvinil. I thought that the treatment given to the subject was very cold and disproportionate to my history and everything I did for the brand. Fernando Palmeira.
9098;5;We recently had a very significant loss due to non-compliance with the contracted tonnage of hydrosulfite.
9099;5;Nowadays, it is very difficult regarding technical information about delay or unavailability or alternatives of MP Basf.
9100;6;We are in a strategic alliance process to achieve competitive advantages.
9101;6;I recommend it for its quality, but the cost is very high.
9102;7;Is what I consider
9103;5;good quality
9104;6;Quality products, but with poor delivery timeliness.
9105;5;Portfolio of products in my area, quite complete.
9106;5;really the service is not good!
9107;7;Because planning is not in Chile, the response time is very long, many times, the requirements or queries are lost
9108;7;BASF is a provider that strives to deliver a good service to its customers, they care about following up on cases and having information on time.
9109;5;Good quality of merchandise, very high prices.
9110;6;lack of stocks and delay in deliveries
9111;7;The attention from the seller is excellent, but from the management there is no contact with the needs of the company you need and it is different in each area.-
9112;5;"VERY GOOD PRODUCTS
 LOW DEVELOPMENT AND LOW GENERATION OF BUSINESSES IN THE AREA
 UNINTENDABLE AND NON-AGREED OBJECTIVE PLANS, NOT ADEQUATE
 POOR CLARITY PRICE LIST AND PRICE AND COMMERCIAL POLICY IN THE AREA
 INFLEXIBILITY, LITTLE LISTENING TO CUSTOMER NEEDS"
9113;6;Good products, but stiff service
9114;6;We have not received a satisfactory response from the ED Dispersiones Acrilicas business after several emails and phone calls regarding the S 702 and S 400 seriously affecting production, we had to quickly go out to find competitive products and approve them in a short time since the answer was without certainties.
9115;5;It is a supplier with excellent products, however its commercial strength is limited for Colombia, its logistics are slow, and they leave and enter the market very intermittently.
9116;5;Lack of presence in the area and permanent support to farmers, this generates trust between the supplier and us, the brand is not everything, it requires monitoring of applications and support to our customers
9117;7;They are a very high level product, and with great safety
9118;6;I believe that BASF is a very large multinational company, with different businesses throughout the world, where it has highly developed and advanced processes. For our specific product such as adhesives, in the industry where I work, I have not had the opportunity to compare it with another supplier, but we continually work as a team to improve our management and constantly communicate. I think we still have many opportunities for improvement and development.
9119;7;Due to the lack of presence of the Company, in support of medium and small customers
9120;7;Is that the approach process is very bureaucratic, especially for small clients such as ours.
9121;5;Quality and service
9122;6;product quality and on-time delivery.
9123;6;Post-sale problems
9124;7;Supplier with good technical solutions, however we have faced many problems in the progress of the activities due to the high degree of bureaucracy in the processes and low speed of return. We have faced many problems with internal errors that end up directly impacting the business. We had a lot of billing errors and low pro Basf activity in adapting to the business model proposed by the client (new recon calculation methodology).
9125;5;"I've worked at BASF with a brewer responsible for DIVERGAN in Latin America and Central America and I know all the ISSUES that teams need to overcome.

 And as a BASF distributor for over 20 years, I can say that BASF is a solid company and that it has very high quality products.

 I think there are points for improvement, but in general I would definitely recommend BASF.

 I take this opportunity to praise the excellent work of three people who contribute a lot to the good development of the business. Bruna Marcatti, Fernando Garcia Nunes and Joana Kaori Yamazaki."
9126;5;Little support in the commercial part does not interact itself. Business the idea is win and win
9127;7;Price is not so attractive
9128;5;They have little local stock and replenishment takes a long time
9129;6;"""Chronic"" problems with C40L, B36LN and B36L product packaging. Cardboard boxes without mechanical resistance suitable for the volume and type of material!"
9130;7;"This will depend on the structure of the business I'm referring to. BASF is a very bureaucratic company in its processes and in most situations it is UNILATERAL, always dictates the ""GAME"". The shopkeeper is hostage to a system."
9131;5;We were not happy with the credit assignments proposed by the company, which made the process very complicated.
9132;7;Quality materials and good after sales support of the technical part. I am always taken care of in the requests I make.
9133;6;Quality.
9134;5;I don't believe in commercial policy.
9135;7;"Basf,
 Very good company for product portfolio. But very uncompromising in the models and forms of negotiation.
 Daniel."
9136;6;The delivery times agreed with the supplier do not comply with what was agreed.
9137;6;is trustworthy
9138;5;as excellent repainting, but the price difference with the competition is very large.
9139;6;Because it has the backing of a transnational company and a world-class quality of its products all over the world. However, in the current situation of the Peruvian branch, it has to greatly improve its quality of service and customer assistance.
9140;5;It would be very useful if Basf could have some stock and not only through orders with a delivery date of 3 months
9141;5;Availability and prices in MPG and DPG
9142;7;we have problems with deliveries more than 6 months ago.
9143;5;They do not always have enough stock at BASF Peruana
9144;5;Quality is important but the rigidity of the credit bureaucracy does not help to generate a more fluid trust, especially with clients with several years of commercial relationship where they should, days but days less, in the deadlines to lock an order.
9145;7;They handle a wide portfolio of products
9146;5;The prices are good and the quality of the products as well. But they are not reliable in delivery times.
9147;7;Price / quality, Today there is a lot of competition and although basf is excellent quality, today more competitiveness is needed
9148;5;Little contact with the contract administrator
9149;7;"In Product quality, excellent.
 In Customer Service, there is a lot to improve."
9150;6;"Their products are excellent, even their attention is quite good under the circumstances, there are areas to improve such as;
 a) slow execution of the agreed projects
 b) attitude of avoiding the formalization of the agreements by BASF
 c) when items from different business units are purchased, the service declines"
9151;5;Quality Products
9152;5;It is a great company with a lot of technical support, but the southern cone is a bit relegated
9153;7;It is not the most agile company and in the products we require, it is usually difficult to receive a real interest in selling us. There are always availability problems or it seems that our market is not of interest to BASF.
9154;5;It is a good supplier, they usually meet the delivery dates
9155;7;By product quality
9156;7;"I have recommended to several, but everything goes through price issues. And even more so where there is a free zone region, I write to you from my region,
 Arica Parinacota. That we are inserted in this area, where it is impossible to compete
 With prices given in the Metropolitan region."
9157;6;Good service, lack of proactivity in bringing innovative solutions.
9158;5;Distancing.
9159;5;A lot of bureaucracy in the solution of pending issues
9160;6;The reasons are the difficulties in aligning the prices of BASF products with other resellers in the operating region, little support from the regional manager and an RTV that leaves much to be desired for our needs.
9161;5;The company is very stuck in its internal processes and is not concerned with understanding the customer's mind.
9162;5;Products have quality and present satisfactory results. However, the need for asset rotation required handling with other products from other companies
9163;7;FOR THE QUALITY OF ITS PRODUCTS
9164;6;most of the time there are products/solutions for my need. But I currently miss good front-line coaches
9165;7;Good quality in the products.
9166;6;Excellent chemicals and products, but have difficulties in understanding the demands of some sectors and change products and data without prior interaction with customers who use the products in their processes.
9167;5;Past problems with late delivery
9168;7;"Price dispersion at the tip
 Distancing of the basf/channel relationship
 Privileges one channel only"
9169;5;for the excellent quality of its products.
9170;5;Slow dispatches from suppliers, bad import scheduling, shortages of products in times of high demand.
9171;5;Basf's service and presence in the area have improved considerably. The only factor to improve is the availability of stock of some products in which the opportunity to sell them was lost because they were not available, such as Elmus for example.
9172;6;"It depends on the business area. In some of them, the answer is late or there is simply no answer. When asked for availability or price expectations, they will most likely say: ""I don't know, I don't have information."""
9173;5;Lately there has been less accurate information
9174;6;"The fact that the company is very departmentalized makes contact difficult and, in many cases, not even the employees themselves know who is responsible for certain products.
 The company adopts a clique policy, favoring some distributors and ignoring new players, thereby failing to generate new business and opportunities.
 The impression is that we have to beg to buy from BASF."
9175;5;We had business problems that undermined the trustworthiness of the relationship.
9176;5;Because the prices are the highest in the market
9177;7;I deal with business through its represented KEMIOK, and, in recent dispatches I have felt a lot of delay in the matter of verifying accounts for balances, I do not know if it is because they do not give timely follow-up or because the process is slow at the BASF headquarters. Quite apart from this, the cost of the product they offer us is high, and the payment conditions have not changed, not even for the time we have been with you as business associates.
9178;7;I would recommend it to large companies only as small ones are not the focus of BASF and therefore its low flexibility does not accommodate smaller clients.
9179;6;Stable company
9180;6;The quality / cost ratio must be evaluated in detail.
9181;7;Their products are good in tailings applications, and they also see after marker
9182;6;Good level of technical response, but not very flexible when adapting to the specific needs of our product
9183;7;The score refers to the entire Basf context, therefore it is not only technical
9184;5;good service
9185;7;It is a reliable company in terms of support and backing for being so large, however, personally with rejection issues, there has been a lot of delay in definitions, which impacts production processes.
9186;7;The products are of quality, the supply difficulties are improving
9187;6;changes in the market and the limited technical structure of customer support
9188;5;"They are sellers of commodities. They do not differentiate large clients from small clients.
 The price scales play against the large users and the sellers in order to sell 200 kg more destroy the market.
 They say that nobody represents them in the country and local companies use the BASF LOGO to say that their products carry their brand and we see that they import the same raw material from China !!!"
9189;7;"Feed back from technical and commercial areas coincide in an uncomfortable and stressful relationship.
 Although technically it is an impeccable company and it has always responded in this regard."
9190;6;For the modification of its marketing policy.
9191;6;Basf, is a responsible company in its products, quality and well positioned in the local market, we regret that they do not have cylinder presentations, but above all we have confidence in the products they sell.
9192;6;"The company has excellent products; but there is no performance in the operations - there is a lack of agility / organization that the sector needs.
 I work as a Purchasing Manager in a distribution channel, whenever I buy there is difficulty in receiving orders (from 8 to 60 days). We have already had confirmed shipments that never arrived and returned saying that we refused, which never happened. Today is 9/29/2020 and we did not receive products invoiced by BASF on 9/18/2020! The company should review its logistics partners and processes. We receive products with different prices for orders; products with change of packaging or shipping location without order adjustment (impacting price divergence). It is frustrating to buy and wait for the order to adjust the system, as well as adjust and at the time of receipt there is a discrepancy; it generates rework and a lot of wasted time.
 My opinion is based on comparison with BASF's major competitors in the agribusiness sector.
 I hope I helped, that's the goal."
9193;5;Unstable logistics and sourcing
9194;7;good, the company BASF is an organization that has had important changes at a structural level for the benefit of customers, profitable and attractive benefits, the only limitation is that its product palette is an old palette where innovation is not present today, we have Of course, it is not something caused by you but by regulatory limitations of the country.
9195;5;Sometimes the processes are very slow
9196;5;The market recognizes the quality of technologies worked by BASF in the agricultural sector, but this brand is being threatened by the lack of active in the company's main products.
9197;5;"In recent years, the distribution of Basf products has ceased to be attractive due to the fact that there is a lot of supply in the market and a deterioration in the margin.
 Despite being my biggest supplier, with a huge distance from competitors, it is not delivering margin."
9198;7;Undeniable quality. Products are not discussed. The score is not high, due to delayed bureaucratic processes, low execution of action plans, reactive and not proactive.
9199;6;Quality Products. Questionable sales policy in the last 3 years. Distributors lose interest in wearing the brand on their uniform.
9200;6;They have good products and good strategies, but their processes do not help and their policy is very rigid
9201;7;Basf is a company with good products, but in recent years it has been slow in product innovations and at a commercial level it is perceived as very focused on access to the field and is not protecting traditional marketers.
9202;7;It responds to the fact that in product quality the score would be 10, while in technical services it is 4 and in responses to various requests it is 6. If BASF takes up the technical aspects and the integration of its team to the field reality, the score would be between 9 and 10, the last two aspects are affecting the high quality of BASF products.
9203;6;Lack of support from Basf in commercial strategies and extreme difficulty in maintaining a transparent partnership.
9204;7;Because of having to work with very low margins that my business cannot support
9205;5;unfair competition selling generics as original, making prices unfair for us who work 100% suvinil.
9206;5;From my position as CFO I would not know how I could recommend BASF to a friend or colleague.
9207;5;The company has high quality products. Prices are also interesting, but the margin leaves something to be desired. I can't compete in big sales either
9208;7;LACK OF PRICE POLICY AMONG RESELLERS.
9209;7;Products and brand with great visualization, but the company is still very plastered with regard to the dissemination of material at the Point of Sale and lack of flexible payment terms. Since in the present moment in which we live, it would be a great optimization tool
9210;6;Good quality of products and competitive prices
9211;5;The service is good but I think delivery times could be improved.
9212;6;Personally, I think they are inflexible and customer service is deficient, I feel that you cannot be accessed. Lack of presence.
9213;5;"Delay in returning the requested information.
 Lack of clarity regarding internal processes."
9214;5;Difficulty in direct service and lot size.
9215;7;Very long lead times
9216;5;"I worked at BASF for 15 years. I know the virtues and not so many of the company.
 I keep the best memories of having had the opportunity for professional growth and the most important of having a source that allowed me to be the breadwinner."
9217;7;More speed is needed when making requests.
9218;5;we have had latex deliveries without meeting quality standards. The error was recently acknowledged after sending samples to an external laboratory.
9219;6;"BASF products have an undeniable quality, however, the company's system lacks the response time to any request - especially in the quality and import sectors -, which hinders the input distribution process.
 Also, the company still needs to adapt to national legislation and bureaucratic systems established by bodies such as ANVISA and MAPA, meeting the document requirements required by the entities."
9220;5;Demand service.
9221;5;Delay in confirming shipments and constant delay in relation to the requested delivery date, even when the order is placed well in advance.
9222;7;Product delivery logistics are poor.
9223;7;It has very good products, but they are very disorganized, so it is difficult to give a high score.
9224;5;The size of the company does not allow it to easily and quickly reach customers with all the real opportunities it could provide to generate value for customers. Smaller and fewer companies
9225;5;I believe that the company offers a very good portfolio and product quality with a great regional coverage and is a very well structured company, it is not a 10 because it is not so flexible on some occasions with client requests.
9226;7;We have BASF as a partner for 40 years, I see a lot of difficulties in negotiating. The distributor that serves smaller stores, makes sales conditions that we are not able to make the price. These sales outlets only use SUVINIL to make other sales from other brands.
9227;7;It is a good company.
9228;6;The score was not higher, due to the lack of current MP (MDI), being provided below the historical average and some logistical problems in the year.
9229;5;It is necessary, an adjustment of focus in the development of new projects, hitting the target, I observe a certain elitization, in dealing with clients, where those who make it happen are not heard, only higher hierarchical levels.
9230;5;BASF has technology, but the price is higher, it's a decision that needs to be put in the balance.
9231;7;Very expensive products in relation to the market and lack of products.
9232;6;Solid company, good products but looking for more creativity in business
9233;5;PQ LEAVES DESIRING ABOUT SOME INFORMATION ABOUT THE INK
9234;7;"- Eliminate financial cost of installment 60/75/90
 - Improve payment terms to 60/90/120 without vendor
 - Improve delivery logistics, broken products"
9235;6;"It is a company that presents quality products, but with regular price competitiveness.
 With the recent problems (second in a short period) of vitamin A, there is a concern with the contingency plan that the company has in cases of force majeure and also with security."
9236;7;Excellent products but very slow response to the customer. In addition to a very high turnover. From the commercial team
9237;7;We have been 3 consecutive years where they leave us stranded with assembled orders almost 6 months in advance.
9238;6;Good relationship with customers
9239;6;They have to improve delivery times and hopefully keep more products in place.
9240;7;"Quick response to requests, always willing to help, quality products
 Improving attention to deadlines. In our last catalytic converter purchase, a part of it was ready in the nick of time, being necessary to come by plane and with a large amount of broken catalytic converter."
9241;6;is a company that contributes in cutting-edge technology, it serves to be up to date in innovation
9242;6;Noy local production
9243;7;Support is required on technical issues.
9244;5;We have had problems with the product that, although not serious, do not allow us to work with it with confidence. Beyond that the position of the seller was always proactive and cooperative with us, it was not possible to advance to a point of total stability. And on the other hand, the delivery service in terms of meeting requested and confirmed dates always suffers significant delays, which limits the possibility of purchasing a larger volume.
9245;5;good quality of products but little flexibility and adaptation to the local market.
9246;6;In my opinion, there is a lack of flexibility, the internal processes are long in order to give an agile response to the client, greater deployment to clients in innovative products, improve competitiveness
9247;7;"It has a very good technical backing.
 The cancellation is the communication in case of dispatch problems or product alternatives."
9248;7;We still use very little to get a more conceptual idea. We would need to have a higher volume of use to get a better idea
9249;5;The availability of the products in a timely manner are extremely important in these times, that is the point to improve.
9250;6;THE PRODUCTS ARE GOOD, THE MARKETING IS NOT SO MUCH. THE INTERESTS FOR MORA USURERS.
9251;6;"BASF has great products, but an impossible financial policy for an SME.
 It generates ND without mediating the damages it causes, in some cases with usurious interests.
 The commercial sector always responds very well."
9252;7;The attention that I have had from the executives has been good but the service is slow in the quotes, in the sending of samples and in the shipments.
9253;6;It is a good company, with good products.
9254;5;We have not been able to reestablish communication and business that we did for some time
9255;6;In my sector, which is Agro, they have a commercial policy that promotes a price war among their distributors, for which the margins deteriorate seriously.
9256;7;Very rigid policies and very low margins
9257;6;"No contact of the leadership team with important clients
 Concentration of actions & decisions in central offices; but they DO NOT make any decisions to support business continuity
 Very far from the market - they have no idea what is happening in the Distribution Channel, much less with the Farmers"
9258;7;They are not clear on discounts for promotions
9259;7;Commercial terms
9260;5;has good quality products
9261;6;"They fail in communication and customer service.
 They fail to supply products."
9262;7;"The recommendation does not depend solely on a unilateral decision, it has other condiments that include the situation of the friend / colleague, their intentions and their location in the context.
 Example if it were to work in Basf it would be a 10. If it were to work with Basf they enter to validate the other condiments"
9263;5;Slowness in offices
9264;7;They only contact us when we require product
9265;5;Delivery times are very slow and they have no product when we need them.
9266;6;The line has lost the profitability expected for a portfolio of specialties
9267;7;There is still work to be done to achieve not only the focus on Sell In, but also to seek a collaborative approach on Sell Out and fair Trading Conditions in the market.
9268;7;Because it is very good
9269;5;Its large size as an organization makes it inflexible and slow to react.
9270;6;good products
9271;7;"We did an activity called ""TEAR DOWN"" to survey ideas and proposals where BASF participated, on the occasion BASF proposed several ideas but there was no continuity of these studies. As BASF has a very qualified technical team, we understand that we have lost the opportunity to increase business."
9272;6;The quality of BASF is a favorable point, they should work on the competitiveness of commercial offers.
9273;5;I have no comments
9274;7;"For the quality and guarantee of the products
 For the good attention of its collaborators"
9275;6;In order to access competitive conditions, I have to buy things in volumes that I do not want or things that do not interest me so much, whether in packages or individual products such as soybeans.
9276;5;The price level and payment term in the negotiations is reduced.
9277;6;Good service, but needs greater clarity in the negotiations,
9278;7;recommendation
9279;5;My decision is based on the moment we live in, at another time my indication would be 10
9280;6;Today, the price and margin standards practiced in our region, concomitantly with the pressure for inventories, I am not comfortable in recommending Basf fully to a storekeeper friend.
9281;7;For the points mentioned above.
9282;7;They demand very high liters and even in this pandemic that we are living they didn't make it easy for the logistician.
9283;5;Good service, but we do not always obtain the certificates of the purchased raw materials and the person we contact always refers us to the web.
9284;6;Long delivery time, and with delays.
9285;5;BASF has a robust structure (production / laboratories) and has competent people.
9286;6;Basf usually respects agreed delivery dates and has an acceptable response time for inquiries
9287;7;"- Inflexible logistics
 - Continuous missing
 - Quick response from the commercial sector"
9288;5;Trust issues.
9289;6;the Product is very good but very expensive
9290;6;BY THE MANAGEMENT OF THE PREVIOUS SELLER ...
9291;7;It has a wide palette of products. excellent formulations good presentation of clear containers on their labels. good technical support in the field or if you have any questions, they respond as soon as possible.
9292;5;the company has a good portfolio, but it lacks the logistics and strategy for HF
9293;6;good products and warranty
9294;6;Good performance products
9295;5;They are good products, but to get good discounts the volumes are very high
9296;7;attractiveness level
9297;7;Product availability, response time to complaints or concerns is not good
9298;7;"BASF known worldwide for the quality of its products, but it has many drawbacks in terms of packaging, labeling, regulatory information. Labeling problems constantly arise, the same ones that remain; momentary solutions are implemented, such as putting film around the label to prevent detachment, lowering its quality and presentation, putting the product into question.
 Necessary and definitive action needs to be taken for recurring presentation, labeling and technical label information problems."
9299;7;It has good products and its people are educated and know a lot. In some materials their materials are expensive.
9300;7;Basf is a large company that can serve Tier 2 and 3 customers. It has active technology and development area, and for this reason I would recommend them.
9301;5;Very extensive development loops. Low reactivity to problems
9302;5;Product quality and experience
9303;6;Excellent quality of commercials, but at the moment with big problems in the performance of your product.
9304;7;Extremely reliable company in its products
9305;5;Product with a lot of acceptance in the market of my region
9306;5;I could list the following qualities: seriousness, product quality, team training. On the other hand, the following points to be improved: logistics, understanding of the client's business and respect for it.
